color	gene_n
lightgreen	LINC01127
lightgreen	LINC01191
lightgreen	LINC01270
lightgreen	LINC01503
lightgreen	LINC02035
lightgreen	LINC02362
lightgreen	LINC02363
lightgreen	LINC02596
lightgreen	LINC02649
lightgreen	LINC02656
lightgreen	LITAF
lightgreen	LMAN2
lightgreen	LMTK2
lightgreen	LPCAT3
lightgreen	LRG1
lightgreen	LRPAP1
lightgreen	LRRC25
lightgreen	LRRC4
lightgreen	LRRFIP1
lightgreen	LRRFIP2
lightgreen	LTB4R
lightgreen	LYN
lightgreen	MAEA
lightgreen	MAK
lightgreen	MAML3
lightgreen	MAN2A2
lightgreen	MANSC1
lightgreen	MAP1LC3B
lightgreen	MAP3K1
lightgreen	MAP3K8
lightgreen	MAP4K4
lightgreen	MAPK1
lightgreen	MAPK14
lightgreen	MAPKAPK2
lightgreen	MAPRE1
lightgreen	MAX
lightgreen	MBOAT1
lightgreen	MBP
lightgreen	MCEMP1
lightgreen	MCTP2
lightgreen	MED13L
lightgreen	MEF2A
lightgreen	MEFV
lightgreen	MEGF9
lightgreen	METRNL
lightgreen	METTL22
lightgreen	MFN2
lightgreen	MFSD13A
lightgreen	MGAM
lightgreen	MGAM2
lightgreen	MGAT1
lightgreen	MICU1
lightgreen	MIIP
lightgreen	MIR4435-2HG
lightgreen	MIR4772
lightgreen	MKNK1
lightgreen	MLKL
lightgreen	MLLT1
lightgreen	MLX
lightgreen	MMP25
lightgreen	MOB3C
lightgreen	MPZ
lightgreen	MR1
lightgreen	MRPL28
lightgreen	MRVI1
lightgreen	MSL1
lightgreen	MSL3
lightgreen	MSRA
lightgreen	MSRB1
lightgreen	MSRB3
lightgreen	MTCO3P23
lightgreen	MTCYBP23
lightgreen	MTF1
lightgreen	MTMR14
lightgreen	MTMR3
lightgreen	MTMR4
lightgreen	MTND1P11
lightgreen	MTND3P12
lightgreen	MTND5P32
lightgreen	MTPN
lightgreen	MTX1
lightgreen	MVP
lightgreen	MXD1
lightgreen	MXD3
lightgreen	MYD88
lightgreen	MYO10
lightgreen	N4BP1
lightgreen	NADK
lightgreen	NAIP
lightgreen	NARF
lightgreen	NARF-IT1
lightgreen	NBPF14
lightgreen	NBR1
lightgreen	NCF1
lightgreen	NCF2
lightgreen	NCF4
lightgreen	NCKAP1L
lightgreen	NCOA1
lightgreen	NCOA2
lightgreen	NDEL1
lightgreen	NEAT1
lightgreen	NEDD9
lightgreen	NEK6
lightgreen	NFAT5
lightgreen	NFE2
lightgreen	NFKB1
lightgreen	NFKBIA
lightgreen	NFKBIZ
lightgreen	NFYC
lightgreen	NIBAN1
lightgreen	NIBAN2
lightgreen	NINJ2-AS1
lightgreen	NIT1
lightgreen	NLRC4
lightgreen	NLRP12
lightgreen	NLRP6
lightgreen	NMRAL2P
lightgreen	NOP10
lightgreen	NPEPPS
lightgreen	NPL
lightgreen	NPTN
lightgreen	NQO2
lightgreen	NR2C2
lightgreen	NR6A1
lightgreen	NSFL1C
lightgreen	NSUN7
lightgreen	NTNG2
lightgreen	NUCB1
lightgreen	NUMB
lightgreen	NUP153
lightgreen	NUP98
lightgreen	OAZ2
lightgreen	OPLAH
lightgreen	OS9
lightgreen	OSBPL2
lightgreen	OSBPL9
lightgreen	OSM
lightgreen	P2RX1
lightgreen	P2RY13
lightgreen	PACSIN2
lightgreen	PADI2
lightgreen	PADI4
lightgreen	PAFAH1B2
lightgreen	PAGR1
lightgreen	PAK2
lightgreen	PANK2
lightgreen	PATL1
lightgreen	PCBP1-AS1
lightgreen	PCGF3
lightgreen	PCNX1
lightgreen	PCYT1A
lightgreen	PDGFC
lightgreen	PDK3
lightgreen	PECR
lightgreen	PELI2
lightgreen	PFKFB2
lightgreen	PFKFB3
lightgreen	PFKFB4
lightgreen	PGD
lightgreen	PGK1
lightgreen	PGM1
lightgreen	PGPEP1
lightgreen	PGS1
lightgreen	PHC2
lightgreen	PHF21A
lightgreen	PHF23
lightgreen	PHKA2
lightgreen	PHLPP1
lightgreen	PHTF1
lightgreen	PIK3AP1
lightgreen	PIK3CB
lightgreen	PIK3CG
lightgreen	PIM3
lightgreen	PIP5K1A
lightgreen	PITPNA
lightgreen	PKNOX1
lightgreen	PLB1
lightgreen	PLBD1
lightgreen	PLCG2
lightgreen	PLEK
lightgreen	PLEKHB2
lightgreen	PLEKHM3
lightgreen	PLIN3
lightgreen	PLIN4
lightgreen	PLIN5
lightgreen	PLK3
lightgreen	PLXNC1
lightgreen	POR
lightgreen	PPIF
lightgreen	PPM1D
lightgreen	PPM1M
lightgreen	PPP1R10
lightgreen	PPP1R14BP3
lightgreen	PPP1R15A
lightgreen	PPP1R3B
lightgreen	PPP4C
lightgreen	PPP4R1
lightgreen	PRCP
lightgreen	PREX1
lightgreen	PRKAR2A
lightgreen	PRKCB
lightgreen	PRKCD
lightgreen	PRMT5
lightgreen	PROK2
lightgreen	PRR13
lightgreen	PSEN1
lightgreen	PSMB3
lightgreen	PSMB8
lightgreen	PSMD4
lightgreen	PTAFR
lightgreen	PTBP3
lightgreen	PTPN1
lightgreen	PTPRE
lightgreen	PTPRJ
lightgreen	PTTG1IP
lightgreen	PXK
lightgreen	PYCARD
lightgreen	PYGL
lightgreen	RAB11FIP1
lightgreen	RAB19
lightgreen	RAB20
lightgreen	RAB32
lightgreen	RAB3D
lightgreen	RAB5C
lightgreen	RAB5IF
lightgreen	RAB7A
lightgreen	RAC1
lightgreen	RAD23B
lightgreen	RAF1
lightgreen	RALB
lightgreen	RALGAPA2
lightgreen	RARA-AS1
lightgreen	RASGEF1A
lightgreen	RASSF2
lightgreen	RASSF3
lightgreen	RBM23
lightgreen	RBM33
lightgreen	RBM47
lightgreen	RBPJ
lightgreen	RC3H1
lightgreen	RCOR1
lightgreen	REM2
lightgreen	REPS2
lightgreen	RFFL
lightgreen	RFLNB
lightgreen	RFX2
lightgreen	RGL4
lightgreen	RGS19
lightgreen	RGS3
lightgreen	RHBDF2
lightgreen	RHOA
lightgreen	RIC8A
lightgreen	RILPL2
lightgreen	RIPOR2
lightgreen	RN7SL288P
lightgreen	RN7SL600P
lightgreen	RNF111
lightgreen	RNF135
lightgreen	RNF149
lightgreen	RNF19B
lightgreen	RNF24
lightgreen	RNU6-1003P
lightgreen	RNU7-45P
lightgreen	ROPN1L
lightgreen	RRAGA
lightgreen	RTEL1P1
lightgreen	RTF1
lightgreen	RTF2
lightgreen	RTN3
lightgreen	RUNX1
lightgreen	S100A11
lightgreen	S100A6
lightgreen	S1PR4
lightgreen	SAP30L
lightgreen	SBF2
lightgreen	SBNO2
lightgreen	SCN1B
lightgreen	SEC14L1
lightgreen	SEC24D
lightgreen	SECTM1
lightgreen	SELPLG
lightgreen	SEMA4A
lightgreen	SEMA6B
lightgreen	SEPHS2
lightgreen	SERINC3
lightgreen	SERPINA1
lightgreen	SERPINB1
lightgreen	SERTAD3
lightgreen	SFXN5
lightgreen	SH3KBP1
lightgreen	SHKBP1
lightgreen	SHROOM4
lightgreen	SIGLEC9
lightgreen	SIPA1L2
lightgreen	SIRPA
lightgreen	SIRPB1
lightgreen	SIRPB2
lightgreen	SIRT7
lightgreen	SLA
lightgreen	SLC11A1
lightgreen	SLC12A6
lightgreen	SLC15A3
lightgreen	SLC15A4
lightgreen	SLC16A3
lightgreen	SLC22A4
lightgreen	SLC25A44
lightgreen	SLC26A8
lightgreen	SLC2A3
lightgreen	SLC35E1
lightgreen	SLC36A1
lightgreen	SLC37A3
lightgreen	SLC49A4
lightgreen	SLC51A
lightgreen	SLC6A6
lightgreen	SLC9A8
lightgreen	SLCO3A1
lightgreen	SMAP2
lightgreen	SMARCD3
lightgreen	SMIM25
lightgreen	SMURF1
lightgreen	SNAP23
lightgreen	SNAP29
lightgreen	SNX1
lightgreen	SNX11
lightgreen	SNX18
lightgreen	SNX20
lightgreen	SNX27
lightgreen	SOCS3
lightgreen	SOD2
lightgreen	SORL1
lightgreen	SORT1
lightgreen	SP1
lightgreen	SPATA13
lightgreen	SPATA2L
lightgreen	SPINT2
lightgreen	SQSTM1
lightgreen	SRA1
lightgreen	SRPK1
lightgreen	SSH1
lightgreen	SSH2
lightgreen	ST3GAL4
lightgreen	STAT3
lightgreen	STAT5A
lightgreen	STAT5B
lightgreen	STK4
lightgreen	STOM
lightgreen	STRADA
lightgreen	STX10
lightgreen	STX11
lightgreen	STX3
lightgreen	SULT1B1
lightgreen	SVIL
lightgreen	SYK
lightgreen	SYNE1
lightgreen	TADA2B
lightgreen	TAGLN2
lightgreen	TALDO1
lightgreen	TANC2
lightgreen	TAP1
lightgreen	TBC1D1
lightgreen	TBC1D14
lightgreen	TBC1D2
lightgreen	TBC1D20
lightgreen	TBC1D2B
lightgreen	TBC1D30
lightgreen	TBC1D8
lightgreen	TBL1X
lightgreen	TBXAS1
lightgreen	TDRD9
lightgreen	TECPR2
lightgreen	TESK2
lightgreen	TET2
lightgreen	TFE3
lightgreen	TGFA
lightgreen	THBS3
lightgreen	THEMIS2
lightgreen	THOC5
lightgreen	THRAP3
lightgreen	TIMP1
lightgreen	TINF2
lightgreen	TK2
lightgreen	TKT
lightgreen	TLE3
lightgreen	TLE4
lightgreen	TLR5
lightgreen	TLR8
lightgreen	TMBIM1
lightgreen	TMBIM6
lightgreen	TMCC3
lightgreen	TMCO3
lightgreen	TMEM120A
lightgreen	TMEM154
lightgreen	TMEM165
lightgreen	TMEM185B
lightgreen	TMEM272
lightgreen	TMEM43
lightgreen	TMLHE
lightgreen	TMOD3
lightgreen	TMPPE
lightgreen	TMUB2
lightgreen	TNFAIP3
lightgreen	TNFRSF10C
lightgreen	TNFSF14
lightgreen	TNIP2
lightgreen	TNPO3
lightgreen	TOM1
lightgreen	TOMM40L
lightgreen	TOR1AIP2
lightgreen	TOX4
lightgreen	TP53BP2
lightgreen	TPD52L2
lightgreen	TPM3
lightgreen	TPST2
lightgreen	TRAFD1
lightgreen	TRAPPC1
lightgreen	TREM1
lightgreen	TREML2
lightgreen	TREML3P
lightgreen	TRIB1
lightgreen	TRIM21
lightgreen	TRIM25
lightgreen	TRPC4AP
lightgreen	TRPM2
lightgreen	TRPS1
lightgreen	TSEN34
lightgreen	TSHZ3
lightgreen	TSPO
lightgreen	TUBA1A
lightgreen	TUSC2
lightgreen	TWF2
lightgreen	TXNRD1
lightgreen	TYROBP
lightgreen	U73169.1
lightgreen	UBALD2
lightgreen	UBE2Q1
lightgreen	UBE2R2
lightgreen	UBQLN2
lightgreen	UBTD1
lightgreen	UBXN2B
lightgreen	UBXN7
lightgreen	UIMC1
lightgreen	UPP1
lightgreen	USB1
lightgreen	USF1
lightgreen	USP32
lightgreen	USP4
lightgreen	USP9X
lightgreen	VASP
lightgreen	VAV1
lightgreen	VCP
lightgreen	VIM
lightgreen	VPS26C
lightgreen	VPS9D1
lightgreen	VSIR
lightgreen	WAC
lightgreen	WBP1L
lightgreen	WDFY3
lightgreen	WDFY3-AS2
lightgreen	WDR1
lightgreen	WDR37
lightgreen	WIPF1
lightgreen	WIPI1
lightgreen	XPO6
lightgreen	YIPF1
lightgreen	YWHAB
lightgreen	ZBTB7B
lightgreen	ZC3H12A
lightgreen	ZDHHC18
lightgreen	ZDHHC3
lightgreen	ZDHHC5
lightgreen	ZFAND3
lightgreen	ZFAS1
lightgreen	ZMAT5
lightgreen	ZNF106
lightgreen	ZNF438
lightgreen	ZNF445
lightgreen	ZNF516
lightgreen	ZNF787
lightgreen	ZNFX1
lightgreen	ZSWIM6
lightgreen	ZXDC
white	AC007032.1
white	AC011912.1
white	AC105046.1
white	C17orf107
white	CXCL8
white	EGR1
white	EGR3
white	FOS
white	FOSB
white	G0S2
white	IGHA2
white	IGHV1-3
white	IGHV3-15
white	IGHV3-30
white	IGHV3-49
white	IGHV3-7
white	IGKC
white	IGKV4-1
white	IGLC7
white	IGLV2-23
white	PTGS2
white	RN7SL33P
white	SDC1
white	ZNF394
white	C22orf34
white	Z97192.2
white	PSMB6
white	TMED9
white	MYO1C
white	PITPNM2
white	MIR3945HG
white	NRN1
white	ATP2C1
white	TGDS
white	FAM198B-AS1
white	TMEM144
white	AC016831.1
white	AC016831.6
white	ALOX15
white	IL5RA
white	PTGDR2
white	SIGLEC8
white	SLC29A1
white	SMPD3
white	EIF2AK3
white	TPD52
white	MTCO1P11
white	MTCO2P11
white	MTND4P14
white	MTND5P14
white	RN7SL396P
white	RN7SL665P
white	RN7SL674P
white	RN7SL752P
white	DST
white	SPRED1
white	MOB2
white	PIGQ
white	DDX54
white	SIGMAR1
white	AGGF1
white	GIN1
white	MAPK6
white	PSMD14
white	SMC2
white	SNRPF
white	AC132872.3
white	AC132872.4
white	AC007342.5
white	AC007342.9
white	COX7B
white	TMA7
white	AOC2
white	AOC3
white	MLH1
white	RPUSD4
white	GNL2
white	GPN1
white	HLA-L
white	SNORA80E
white	VTRNA1-1
white	AC023355.2
white	AC066612.1
white	GAPDHP14
white	LINC00189
white	CDKN1C
white	NEURL1
white	SNORA3B
white	SNORA66
white	C1QA
white	C1QB
